model,module,inherited_model,inherited_module
account.bank.statement,l10n_fr_pos_cert,account.bank.statement,account
account.bank.statement.line,l10n_fr_pos_cert,account.bank.statement.line,account
account.fiscal.position,l10n_fr_pos_cert,account.fiscal.position,account
pos.config,l10n_fr_pos_cert,pos.config,point_of_sale
pos.session,l10n_fr_pos_cert,pos.session,point_of_sale
pos.order,l10n_fr_pos_cert,pos.order,point_of_sale
pos.order.line,l10n_fr_pos_cert,pos.order.line,point_of_sale
res.company,l10n_fr_pos_cert,res.company,hr_rfid
account.move,l10n_gcc_invoice,account.move,printnode_base
account.move.line,l10n_gcc_invoice,account.move.line,account
account.move,l10n_gcc_invoice,account.move,printnode_base
account.move.line,l10n_gcc_invoice,account.move.line,account
account.move,l10n_id_efaktur,account.move,printnode_base
res.partner,l10n_id_efaktur,res.partner,test_access_rights
res.config.settings,l10n_id_efaktur,res.config.settings,base
account.move,l10n_id_efaktur,account.move,printnode_base
res.partner,l10n_id_efaktur,res.partner,test_access_rights
res.config.settings,l10n_id_efaktur,res.config.settings,base
account.journal,l10n_in,account.journal,account
account.move.line,l10n_in,account.move.line,account
account.tax,l10n_in,account.tax,l10n_it_edi
account.move,l10n_in,account.move,printnode_base
account.chart.template,l10n_in,account.chart.template,account
account.tax.template,l10n_in,account.tax.template,l10n_es_edi_sii
product.template,l10n_in,product.template,printnode_base
res.config.settings,l10n_in,res.config.settings,base
res.country.state,l10n_in,res.country.state,base
res.partner,l10n_in,res.partner,test_access_rights
uom.uom,l10n_in,uom.uom,uom
account.journal,l10n_in,account.journal,account
account.move.line,l10n_in,account.move.line,account
account.tax,l10n_in,account.tax,l10n_it_edi
account.move,l10n_in,account.move,printnode_base
account.chart.template,l10n_in,account.chart.template,account
account.tax.template,l10n_in,account.tax.template,l10n_es_edi_sii
product.template,l10n_in,product.template,printnode_base
res.config.settings,l10n_in,res.config.settings,base
res.country.state,l10n_in,res.country.state,base
res.partner,l10n_in,res.partner,test_access_rights
uom.uom,l10n_in,uom.uom,uom
pos.order,l10n_in_pos,pos.order,point_of_sale
pos.order,l10n_in_pos,pos.order,point_of_sale
account.move,l10n_in_purchase,account.move,printnode_base
purchase.order,l10n_in_purchase,purchase.order,printnode_base
account.move,l10n_in_purchase,account.move,printnode_base
purchase.order,l10n_in_purchase,purchase.order,printnode_base
purchase.order,l10n_in_purchase_stock,purchase.order,printnode_base
stock.warehouse,l10n_in_purchase_stock,stock.warehouse,stock
purchase.order,l10n_in_purchase_stock,purchase.order,printnode_base
stock.warehouse,l10n_in_purchase_stock,stock.warehouse,stock
account.move,l10n_in_sale,account.move,printnode_base
res.partner,l10n_in_sale,res.partner,test_access_rights
sale.order,l10n_in_sale,sale.order,printnode_base
l10n_in.account.invoice.report,l10n_in_sale,l10n_in.account.invoice.report,l10n_in
l10n_in.exempted.report,l10n_in_sale,l10n_in.exempted.report,l10n_in
l10n_in.product.hsn.report,l10n_in_sale,l10n_in.product.hsn.report,l10n_in
sale.advance.payment.inv,l10n_in_sale,sale.advance.payment.inv,sale
account.move,l10n_in_sale,account.move,printnode_base
res.partner,l10n_in_sale,res.partner,test_access_rights
sale.order,l10n_in_sale,sale.order,printnode_base
l10n_in.account.invoice.report,l10n_in_sale,l10n_in.account.invoice.report,l10n_in
l10n_in.exempted.report,l10n_in_sale,l10n_in.exempted.report,l10n_in
l10n_in.product.hsn.report,l10n_in_sale,l10n_in.product.hsn.report,l10n_in
sale.advance.payment.inv,l10n_in_sale,sale.advance.payment.inv,sale
sale.order,l10n_in_sale_stock,sale.order,printnode_base
stock.warehouse,l10n_in_sale_stock,stock.warehouse,stock
sale.order,l10n_in_sale_stock,sale.order,printnode_base
stock.warehouse,l10n_in_sale_stock,stock.warehouse,stock
stock.picking,l10n_in_stock,stock.picking,printnode_base
stock.picking,l10n_in_stock,stock.picking,printnode_base
account.chart.template,l10n_it_edi,account.chart.template,account
account.edi.format,l10n_it_edi,account.edi.format,account_edi
account.move,l10n_it_edi,account.move,printnode_base
account.chart.template,l10n_it_edi,account.chart.template,account
account.edi.format,l10n_it_edi,account.edi.format,account_edi
account.move,l10n_it_edi,account.move,printnode_base
account.edi.format,l10n_it_edi_sdicoop,account.edi.format,account_edi
account.move,l10n_it_edi_sdicoop,account.move,printnode_base
res.config.settings,l10n_it_edi_sdicoop,res.config.settings,base
account.edi.format,l10n_it_edi_sdicoop,account.edi.format,account_edi
account.move,l10n_it_edi_sdicoop,account.move,printnode_base
res.config.settings,l10n_it_edi_sdicoop,res.config.settings,base
account.move,l10n_it_stock_ddt,account.move,printnode_base
stock.picking,l10n_it_stock_ddt,stock.picking,printnode_base
stock.picking.type,l10n_it_stock_ddt,stock.picking.type,stock
account.move,l10n_it_stock_ddt,account.move,printnode_base
stock.picking,l10n_it_stock_ddt,stock.picking,printnode_base
stock.picking.type,l10n_it_stock_ddt,stock.picking.type,stock
res.company,l10n_latam_base,res.company,hr_rfid
res.partner,l10n_latam_base,res.partner,test_access_rights
res.company,l10n_latam_base,res.company,hr_rfid
res.partner,l10n_latam_base,res.partner,test_access_rights
account.chart.template,l10n_latam_invoice_document,account.chart.template,account
account.journal,l10n_latam_invoice_document,account.journal,account
account.move,l10n_latam_invoice_document,account.move,printnode_base
account.move.line,l10n_latam_invoice_document,account.move.line,account
ir.sequence,l10n_latam_invoice_document,ir.sequence,base
res.company,l10n_latam_invoice_document,res.company,hr_rfid
account.invoice.report,l10n_latam_invoice_document,account.invoice.report,account
account.debit.note,l10n_latam_invoice_document,account.debit.note,account_debit_note
account.move.reversal,l10n_latam_invoice_document,account.move.reversal,account
account.chart.template,l10n_latam_invoice_document,account.chart.template,account
account.journal,l10n_latam_invoice_document,account.journal,account
account.move,l10n_latam_invoice_document,account.move,printnode_base
account.move.line,l10n_latam_invoice_document,account.move.line,account
ir.sequence,l10n_latam_invoice_document,ir.sequence,base
res.company,l10n_latam_invoice_document,res.company,hr_rfid
account.invoice.report,l10n_latam_invoice_document,account.invoice.report,account
account.debit.note,l10n_latam_invoice_document,account.debit.note,account_debit_note
account.move.reversal,l10n_latam_invoice_document,account.move.reversal,account
account.chart.template,l10n_lu,account.chart.template,account
account.chart.template,l10n_lu,account.chart.template,account
res.partner,l10n_lu_peppol_id,res.partner,test_access_rights
res.partner,l10n_lu_peppol_id,res.partner,test_access_rights
account.account.tag,l10n_multilang,account.account.tag,account
account.account.template,l10n_multilang,account.account.template,account
account.account,l10n_multilang,account.account,account
account.group.template,l10n_multilang,account.group.template,account
account.group,l10n_multilang,account.group,account
account.tax,l10n_multilang,account.tax,l10n_it_edi
account.tax.template,l10n_multilang,account.tax.template,l10n_es_edi_sii
account.chart.template,l10n_multilang,account.chart.template,account
account.fiscal.position,l10n_multilang,account.fiscal.position,account
account.fiscal.position.template,l10n_multilang,account.fiscal.position.template,account
account.journal,l10n_multilang,account.journal,account
account.analytic.account,l10n_multilang,account.analytic.account,analytic
account.tax.report.line,l10n_multilang,account.tax.report.line,account
res.country.state,l10n_multilang,res.country.state,base
account.chart.template,l10n_multilang,account.chart.template,account
base.language.install,l10n_multilang,base.language.install,base
account.account.tag,l10n_multilang,account.account.tag,account
account.account.template,l10n_multilang,account.account.template,account
account.account,l10n_multilang,account.account,account
account.group.template,l10n_multilang,account.group.template,account
account.group,l10n_multilang,account.group,account
account.tax,l10n_multilang,account.tax,l10n_it_edi
account.tax.template,l10n_multilang,account.tax.template,l10n_es_edi_sii
account.chart.template,l10n_multilang,account.chart.template,account
account.fiscal.position,l10n_multilang,account.fiscal.position,account
account.fiscal.position.template,l10n_multilang,account.fiscal.position.template,account
account.journal,l10n_multilang,account.journal,account
account.analytic.account,l10n_multilang,account.analytic.account,analytic
account.tax.report.line,l10n_multilang,account.tax.report.line,account
res.country.state,l10n_multilang,res.country.state,base
account.chart.template,l10n_multilang,account.chart.template,account
base.language.install,l10n_multilang,base.language.install,base
account.journal,l10n_mx,account.journal,account
account.account,l10n_mx,account.account,account
account.account.tag,l10n_mx,account.account.tag,account
account.tax.template,l10n_mx,account.tax.template,l10n_es_edi_sii
account.tax,l10n_mx,account.tax,l10n_it_edi
account.chart.template,l10n_mx,account.chart.template,account
res.bank,l10n_mx,res.bank,base
res.partner.bank,l10n_mx,res.partner.bank,base
res.config.settings,l10n_mx,res.config.settings,base
account.journal,l10n_mx,account.journal,account
account.account,l10n_mx,account.account,account
account.account.tag,l10n_mx,account.account.tag,account
account.tax.template,l10n_mx,account.tax.template,l10n_es_edi_sii
account.tax,l10n_mx,account.tax,l10n_it_edi
account.chart.template,l10n_mx,account.chart.template,account
res.bank,l10n_mx,res.bank,base
res.partner.bank,l10n_mx,res.partner.bank,base
res.config.settings,l10n_mx,res.config.settings,base
account.chart.template,l10n_nl,account.chart.template,account
account.journal,l10n_nl,account.journal,account
account.chart.template,l10n_nl,account.chart.template,account
account.journal,l10n_nl,account.journal,account
account.journal,l10n_no,account.journal,account
account.move,l10n_no,account.move,printnode_base
account.journal,l10n_no,account.journal,account
account.move,l10n_no,account.move,printnode_base
account.move.line,l10n_pe,account.move.line,account
account.tax,l10n_pe,account.tax,l10n_it_edi
account.tax.template,l10n_pe,account.tax.template,l10n_es_edi_sii
l10n_latam.identification.type,l10n_pe,l10n_latam.identification.type,l10n_latam_base
res.city,l10n_pe,res.city,base_address_city
res.partner,l10n_pe,res.partner,test_access_rights
account.move.line,l10n_pe,account.move.line,account
account.tax,l10n_pe,account.tax,l10n_it_edi
account.tax.template,l10n_pe,account.tax.template,l10n_es_edi_sii
l10n_latam.identification.type,l10n_pe,l10n_latam.identification.type,l10n_latam_base
res.city,l10n_pe,res.city,base_address_city
res.partner,l10n_pe,res.partner,test_access_rights
account.move,l10n_ph,account.move,printnode_base
account.payment,l10n_ph,account.payment,account
account.tax,l10n_ph,account.tax,l10n_it_edi
account.tax.template,l10n_ph,account.tax.template,l10n_es_edi_sii
res.partner,l10n_ph,res.partner,test_access_rights
account.move,l10n_ph,account.move,printnode_base
account.payment,l10n_ph,account.payment,account
account.tax,l10n_ph,account.tax,l10n_it_edi
account.tax.template,l10n_ph,account.tax.template,l10n_es_edi_sii
res.partner,l10n_ph,res.partner,test_access_rights
res.partner,l10n_ro,res.partner,test_access_rights
res.partner,l10n_ro,res.partner,test_access_rights
account.move,l10n_sa_invoice,account.move,printnode_base
account.move,l10n_sa_invoice,account.move,printnode_base
pos.config,l10n_sa_pos,pos.config,point_of_sale
pos.order,l10n_sa_pos,pos.order,point_of_sale
pos.config,l10n_sa_pos,pos.config,point_of_sale
pos.order,l10n_sa_pos,pos.order,point_of_sale
res.company,l10n_se,res.company,hr_rfid
res.company,l10n_se,res.company,hr_rfid
account.journal,l10n_se_ocr,account.journal,account
account.move,l10n_se_ocr,account.move,printnode_base
res.partner,l10n_se_ocr,res.partner,test_access_rights
account.journal,l10n_se_ocr,account.journal,account
account.move,l10n_se_ocr,account.move,printnode_base
res.partner,l10n_se_ocr,res.partner,test_access_rights
account.move,l10n_sg,account.move,printnode_base
account.move,l10n_sg,account.move,printnode_base
res.partner.bank,l10n_us,res.partner.bank,base
res.partner.bank,l10n_us,res.partner.bank,base
mail.render.mixin,link_tracker,mail.render.mixin,mail
utm.campaign,link_tracker,utm.campaign,utm
mail.render.mixin,link_tracker,mail.render.mixin,mail
utm.campaign,link_tracker,utm.campaign,utm
res.company,lunch,res.company,hr_rfid
res.config.settings,lunch,res.config.settings,base
res.users,lunch,res.users,base
lunch.product.category,lunch,lunch.product.category,lunch
lunch.product,lunch,lunch.product,lunch
lunch.location,lunch,lunch.location,lunch
lunch.supplier,lunch,lunch.supplier,lunch
lunch.order,lunch,lunch.order,lunch
lunch.alert,lunch,lunch.alert,lunch
res.company,lunch,res.company,hr_rfid
res.config.settings,lunch,res.config.settings,base
res.users,lunch,res.users,base
lunch.product.category,lunch,lunch.product.category,lunch
lunch.product,lunch,lunch.product,lunch
lunch.location,lunch,lunch.location,lunch
lunch.supplier,lunch,lunch.supplier,lunch
lunch.order,lunch,lunch.order,lunch
lunch.alert,lunch,lunch.alert,lunch
ir.actions.act_window.view,mail,ir.actions.act_window.view,base
ir.attachment,mail,ir.attachment,base
ir.config_parameter,mail,ir.config_parameter,base
ir.http,mail,ir.http,base
base,mail,base,base
ir.model,mail,ir.model,base
ir.model.fields,mail,ir.model.fields,base
